# Supplementary File 3,Sheet 12: Small RNAs significantly down-regulated 2 fold or greater in mut-16 mutant animals at 20ºC.
Gene name,log2FoldChange,Input,Suggested Match,History
WBGene00008090,-7.58660952977287,WBGene00008090,WBGene00008090,History: N.A.
WBGene00023209,-7.58321616300708,WBGene00023209,WBGene00023209,History: N.A.
WBGene00015735,-7.57695508986321,WBGene00015735,WBGene00015735,History: Renamed on 2012-08-29
WBGene00012442,-7.57621563886483,WBGene00012442,WBGene00012442,History: N.A.
WBGene00013617,-7.56274168123072,WBGene00013617,WBGene00013617,History: N.A.
WBGene00194794,-7.56254333795903,WBGene00194794,WBGene00194794,"History: Split into F20D1.22(WBGene00304908). History of WBGene00194794: Split into ""WBGene00304908"" on 2019-07-25"
WBGene00013685,-7.56161929917533,WBGene00013685,WBGene00013685,History: N.A.
WBGene00012295,-7.56034503589693,WBGene00012295,WBGene00012295,History: N.A.
WBGene00007164,-7.56022447555728,WBGene00007164,WBGene00007164,History: N.A.
WBGene00219647,-7.55923418942315,WBGene00219647,WBGene00219647,History: N.A.
WBGene00021726,-7.55762231688896,WBGene00021726,WBGene00021726,History: N.A.
WBGene00009697,-7.55527217172058,WBGene00009697,WBGene00009697,History: N.A.
WBGene00219758,-7.55176408416252,WBGene00219758,WBGene00219758,History: N.A.
WBGene00012967,-7.54936873968574,WBGene00012967,WBGene00012967,History: N.A.
WBGene00021893,-7.54900014737709,WBGene00021893,WBGene00021893,History: N.A.
WBGene00012412,-7.54652648576228,WBGene00012412,WBGene00012412,"History: Split into Y7A5A.25(WBGene00304824). History of WBGene00012412: Split into ""WBGene00304824"" on 2019-07-25"
WBGene00021819,-7.5408977632588,WBGene00021819,WBGene00021819,History: N.A.
WBGene00001008,-7.54070186221873,WBGene00001008,WBGene00001008,History: N.A.
WBGene00013673,-7.53915561309689,WBGene00013673,WBGene00013673,History: N.A.
WBGene00014130,-7.53583931640154,WBGene00014130,WBGene00014130,History: N.A.
WBGene00017796,-7.53323065005886,WBGene00017796,WBGene00017796,History: N.A.
WBGene00015012,-7.52649335654466,WBGene00015012,WBGene00015012,History: N.A.
WBGene00044504,-7.52515702060188,WBGene00044504,WBGene00044504,History: N.A.
WBGene00012003,-7.52076670906778,WBGene00012003,WBGene00012003,History: N.A.
WBGene00011531,-7.51787042234689,WBGene00011531,WBGene00011531,"History: Split into T06D10.8(WBGene00303078). History of WBGene00011531: Split into ""WBGene00303078"" on 2018-03-02"
WBGene00022063,-7.51488485252374,WBGene00022063,WBGene00022063,History: N.A.
WBGene00269378,-7.51350669470416,WBGene00269378,WBGene00269378,History: N.A.
WBGene00219207,-7.51307211119213,WBGene00219207,WBGene00219207,History: N.A.
WBGene00005961,-7.51296029148909,WBGene00005961,WBGene00005961,History: N.A.
WBGene00201019,-7.51252205919718,WBGene00201019,WBGene00201019,History: N.A.
WBGene00021672,-7.50971988786577,WBGene00021672,WBGene00021672,History: N.A.
WBGene00235272,-7.50965757770875,WBGene00235272,WBGene00235272,History: N.A.
WBGene00010448,-7.50822721756638,WBGene00010448,WBGene00010448,History: N.A.
WBGene00008620,-7.50624756344379,WBGene00008620,WBGene00008620,History: N.A.
WBGene00022736,-7.50004300007702,WBGene00022736,WBGene00022736,History: N.A.
WBGene00016307,-7.49894718457044,WBGene00016307,WBGene00016307,History: N.A.
WBGene00021531,-7.49878926219834,WBGene00021531,WBGene00021531,History: N.A.
WBGene00011433,-7.49371014549894,WBGene00011433,WBGene00011433,History: N.A.
WBGene00021966,-7.49364871910372,WBGene00021966,WBGene00021966,History: N.A.
WBGene00016345,-7.49314996951013,WBGene00016345,WBGene00016345,History: N.A.
WBGene00013408,-7.49196155211046,WBGene00013408,WBGene00013408,History: N.A.
WBGene00013755,-7.48892654333694,WBGene00013755,WBGene00013755,History: N.A.
WBGene00021095,-7.48885548141352,WBGene00021095,WBGene00021095,History: Renamed on 2005-03-17
WBGene00017751,-7.48836136448741,WBGene00017751,WBGene00017751,History: N.A.
WBGene00235353,-7.48668843928061,WBGene00235353,WBGene00235353,History: N.A.
WBGene00022209,-7.48176726512233,WBGene00022209,WBGene00022209,History: N.A.
WBGene00185077,-7.47497425278819,WBGene00185077,WBGene00185077,History: N.A.
WBGene00007119,-7.47343287078572,WBGene00007119,WBGene00007119,History: N.A.
WBGene00021606,-7.47045701956676,WBGene00021606,WBGene00021606,History: N.A.
WBGene00017698,-7.46809627229571,WBGene00017698,WBGene00017698,History: N.A.
WBGene00044256,-7.46133476991998,WBGene00044256,WBGene00044256,"History: Split into Y45F10C.21(WBGene00271792). History of WBGene00044256: Split into ""WBGene00271792"" on 2017-09-21"
WBGene00219699,-7.45980178691304,WBGene00219699,WBGene00219699,History: N.A.
WBGene00011592,-7.4581758291673,WBGene00011592,WBGene00011592,History: N.A.
WBGene00009660,-7.45309738721099,WBGene00009660,WBGene00009660,History: N.A.
WBGene00001111,-7.4458269533857,WBGene00001111,WBGene00001111,History: N.A.
